zone_id,sector,latitude,longitude,population_density_km2,socioeconomic_vulnerability,youth_share,commercial_density,transit_access_index,road_connectivity_index,lighting_coverage,cctv_density,patrol_coverage,distance_to_transit_corridor_km,year,month,month_index,weekend_night_activity,seasonal_pressure,recent_incidents,rolling_3m_incidents,incident_trend,target_high_risk_next_month
CZ-016,la_libertad,-11.906208,-77.044979,14434,0.496,0.2784,0.5853,0.6096,0.633,0.7104,0.3078,0.1977,0.6898,2022,9,56,0.3946,-0.22,6,8.0,-2,0
CZ-016,la_libertad,-11.906208,-77.044979,14434,0.496,0.2784,0.5853,0.6096,0.633,0.7104,0.3078,0.1977,0.6898,2022,10,57,0.5453,-0.1905,8,7.667,-1,1
CZ-016,la_libertad,-11.906208,-77.044979,14434,0.496,0.2784,0.5853,0.6096,0.633,0.7104,0.3078,0.1977,0.6898,2022,11,58,0.5142,-0.11,6,6.667,-3,0
CZ-016,la_libertad,-11.906208,-77.044979,14434,0.496,0.2784,0.5853,0.6096,0.633,0.7104,0.3078,0.1977,0.6898,2022,12,59,0.4947,0.18,10,8.0,4,1
CZ-016,la_libertad,-11.906208,-77.044979,14434,0.496,0.2784,0.5853,0.6096,0.633,0.7104,0.3078,0.1977,0.6898,2023,1,60,0.5151,0.11,6,7.333,-2,0
CZ-016,la_libertad,-11.906208,-77.044979,14434,0.496,0.2784,0.5853,0.6096,0.633,0.7104,0.3078,0.1977,0.6898,2023,2,61,0.477,0.1905,10,8.667,4,0
CZ-016,la_libertad,-11.906208,-77.044979,14434,0.496,0.2784,0.5853,0.6096,0.633,0.7104,0.3078,0.1977,0.6898,2023,3,62,0.4029,0.22,8,8.0,-2,1
CZ-016,la_libertad,-11.906208,-77.044979,14434,0.496,0.2784,0.5853,0.6096,0.633,0.7104,0.3078,0.1977,0.6898,2023,4,63,0.4307,0.1905,3,7.0,-3,0
CZ-016,la_libertad,-11.906208,-77.044979,14434,0.496,0.2784,0.5853,0.6096,0.633,0.7104,0.3078,0.1977,0.6898,2023,5,64,0.4987,0.11,11,7.333,1,1
CZ-016,la_libertad,-11.906208,-77.044979,14434,0.496,0.2784,0.5853,0.6096,0.633,0.7104,0.3078,0.1977,0.6898,2023,6,65,0.3838,0.0,5,6.333,-3,0
CZ-016,la_libertad,-11.906208,-77.044979,14434,0.496,0.2784,0.5853,0.6096,0.633,0.7104,0.3078,0.1977,0.6898,2023,7,66,0.5632,0.07,9,8.333,6,1
CZ-016,la_libertad,-11.906208,-77.044979,14434,0.496,0.2784,0.5853,0.6096,0.633,0.7104,0.3078,0.1977,0.6898,2023,8,67,0.3469,-0.1905,4,6.0,-7,0
CZ-016,la_libertad,-11.906208,-77.044979,14434,0.496,0.2784,0.5853,0.6096,0.633,0.7104,0.3078,0.1977,0.6898,2023,9,68,0.4457,-0.22,9,7.333,4,0
CZ-016,la_libertad,-11.906208,-77.044979,14434,0.496,0.2784,0.5853,0.6096,0.633,0.7104,0.3078,0.1977,0.6898,2023,10,69,0.4871,-0.1905,7,6.667,-2,0
CZ-016,la_libertad,-11.906208,-77.044979,14434,0.496,0.2784,0.5853,0.6096,0.633,0.7104,0.3078,0.1977,0.6898,2023,11,70,0.4492,-0.11,4,6.667,0,1
CZ-016,la_libertad,-11.906208,-77.044979,14434,0.496,0.2784,0.5853,0.6096,0.633,0.7104,0.3078,0.1977,0.6898,2023,12,71,0.5819,0.18,6,5.667,-3,1
CZ-016,la_libertad,-11.906208,-77.044979,14434,0.496,0.2784,0.5853,0.6096,0.633,0.7104,0.3078,0.1977,0.6898,2024,1,72,0.3463,0.11,13,7.667,6,0
CZ-016,la_libertad,-11.906208,-77.044979,14434,0.496,0.2784,0.5853,0.6096,0.633,0.7104,0.3078,0.1977,0.6898,2024,2,73,0.5272,0.1905,10,9.667,6,1
CZ-016,la_libertad,-11.906208,-77.044979,14434,0.496,0.2784,0.5853,0.6096,0.633,0.7104,0.3078,0.1977,0.6898,2024,3,74,0.454,0.22,8,10.333,2,1
CZ-016,la_libertad,-11.906208,-77.044979,14434,0.496,0.2784,0.5853,0.6096,0.633,0.7104,0.3078,0.1977,0.6898,2024,4,75,0.4046,0.1905,15,11.0,2,1
CZ-016,la_libertad,-11.906208,-77.044979,14434,0.496,0.2784,0.5853,0.6096,0.633,0.7104,0.3078,0.1977,0.6898,2024,5,76,0.532,0.11,12,11.667,2,1
CZ-016,la_libertad,-11.906208,-77.044979,14434,0.496,0.2784,0.5853,0.6096,0.633,0.7104,0.3078,0.1977,0.6898,2024,6,77,0.4837,0.0,15,14.0,7,1
CZ-016,la_libertad,-11.906208,-77.044979,14434,0.496,0.2784,0.5853,0.6096,0.633,0.7104,0.3078,0.1977,0.6898,2024,7,78,0.4141,0.07,9,12.0,-6,0
CZ-016,la_libertad,-11.906208,-77.044979,14434,0.496,0.2784,0.5853,0.6096,0.633,0.7104,0.3078,0.1977,0.6898,2024,8,79,0.4349,-0.1905,9,11.0,-3,0
CZ-016,la_libertad,-11.906208,-77.044979,14434,0.496,0.2784,0.5853,0.6096,0.633,0.7104,0.3078,0.1977,0.6898,2024,9,80,0.3783,-0.22,6,8.0,-9,0
CZ-016,la_libertad,-11.906208,-77.044979,14434,0.496,0.2784,0.5853,0.6096,0.633,0.7104,0.3078,0.1977,0.6898,2024,10,81,0.459,-0.1905,4,6.333,-5,0
CZ-016,la_libertad,-11.906208,-77.044979,14434,0.496,0.2784,0.5853,0.6096,0.633,0.7104,0.3078,0.1977,0.6898,2024,11,82,0.4499,-0.11,6,5.333,-3,1
CZ-016,la_libertad,-11.906208,-77.044979,14434,0.496,0.2784,0.5853,0.6096,0.633,0.7104,0.3078,0.1977,0.6898,2024,12,83,0.442,0.18,8,6.0,2,1
CZ-016,la_libertad,-11.906208,-77.044979,14434,0.496,0.2784,0.5853,0.6096,0.633,0.7104,0.3078,0.1977,0.6898,2025,1,84,0.4066,0.11,9,7.667,5,1
CZ-016,la_libertad,-11.906208,-77.044979,14434,0.496,0.2784,0.5853,0.6096,0.633,0.7104,0.3078,0.1977,0.6898,2025,2,85,0.3504,0.1905,11,9.333,5,1
CZ-016,la_libertad,-11.906208,-77.044979,14434,0.496,0.2784,0.5853,0.6096,0.633,0.7104,0.3078,0.1977,0.6898,2025,3,86,0.4224,0.22,11,10.333,3,1
CZ-016,la_libertad,-11.906208,-77.044979,14434,0.496,0.2784,0.5853,0.6096,0.633,0.7104,0.3078,0.1977,0.6898,2025,4,87,0.4856,0.1905,9,10.333,0,1
CZ-016,la_libertad,-11.906208,-77.044979,14434,0.496,0.2784,0.5853,0.6096,0.633,0.7104,0.3078,0.1977,0.6898,2025,5,88,0.3917,0.11,10,10.0,-1,0
CZ-016,la_libertad,-11.906208,-77.044979,14434,0.496,0.2784,0.5853,0.6096,0.633,0.7104,0.3078,0.1977,0.6898,2025,6,89,0.414,0.0,12,10.333,1,1
CZ-016,la_libertad,-11.906208,-77.044979,14434,0.496,0.2784,0.5853,0.6096,0.633,0.7104,0.3078,0.1977,0.6898,2025,7,90,0.4874,0.07,8,10.0,-1,1
CZ-016,la_libertad,-11.906208,-77.044979,14434,0.496,0.2784,0.5853,0.6096,0.633,0.7104,0.3078,0.1977,0.6898,2025,8,91,0.3764,-0.1905,17,12.333,7,1
CZ-016,la_libertad,-11.906208,-77.044979,14434,0.496,0.2784,0.5853,0.6096,0.633,0.7104,0.3078,0.1977,0.6898,2025,9,92,0.5369,-0.22,10,11.667,-2,0
CZ-016,la_libertad,-11.906208,-77.044979,14434,0.496,0.2784,0.5853,0.6096,0.633,0.7104,0.3078,0.1977,0.6898,2025,10,93,0.4583,-0.1905,10,12.333,2,1
CZ-016,la_libertad,-11.906208,-77.044979,14434,0.496,0.2784,0.5853,0.6096,0.633,0.7104,0.3078,0.1977,0.6898,2025,11,94,0.4113,-0.11,6,8.667,-11,1
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2018,5,4,0.4676,0.11,4,7.333,-3,0
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2018,6,5,0.5724,0.0,3,5.333,-6,0
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2018,7,6,0.5709,0.07,5,4.0,-4,0
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2018,8,7,0.4666,-0.1905,5,4.333,1,0
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2018,9,8,0.4957,-0.22,1,3.667,-2,0
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2018,10,9,0.4531,-0.1905,6,4.0,1,0
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2018,11,10,0.4983,-0.11,4,3.667,-1,0
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2018,12,11,0.5313,0.18,7,5.667,6,0
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2019,1,12,0.4557,0.11,8,6.333,2,0
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2019,2,13,0.4724,0.1905,8,7.667,4,0
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2019,3,14,0.5213,0.22,6,7.333,-1,0
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2019,4,15,0.4786,0.1905,7,7.0,-1,0
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2019,5,16,0.4926,0.11,3,5.333,-5,0
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2019,6,17,0.5623,0.0,7,5.667,1,0
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2019,7,18,0.5123,0.07,8,6.0,1,0
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2019,8,19,0.4978,-0.1905,2,5.667,-1,0
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2019,9,20,0.4225,-0.22,3,4.333,-4,0
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2019,10,21,0.5141,-0.1905,7,4.0,-1,0
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2019,11,22,0.5076,-0.11,1,3.667,-1,0
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2019,12,23,0.4949,0.18,3,3.667,0,1
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2020,1,24,0.4815,0.11,6,3.333,-1,1
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2020,2,25,0.4941,0.1905,17,8.667,16,1
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2020,3,26,0.5029,0.22,9,10.667,6,0
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2020,4,27,0.4977,0.1905,9,11.667,3,0
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2020,5,28,0.486,0.11,6,8.0,-11,0
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2020,6,29,0.4292,0.0,6,7.0,-3,0
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2020,7,30,0.6014,0.07,5,5.667,-4,0
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2020,8,31,0.5262,-0.1905,5,5.333,-1,0
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2020,9,32,0.5271,-0.22,5,5.0,-1,0
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2020,10,33,0.521,-0.1905,3,4.333,-2,0
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2020,11,34,0.4602,-0.11,6,4.667,1,0
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2020,12,35,0.5746,0.18,6,5.0,1,0
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2021,1,36,0.4887,0.11,7,6.333,4,1
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2021,2,37,0.5,0.1905,7,6.667,1,0
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2021,3,38,0.5377,0.22,10,8.0,4,0
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2021,4,39,0.46,0.1905,8,8.333,1,1
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2021,5,40,0.464,0.11,7,8.333,0,0
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2021,6,41,0.4697,0.0,9,8.0,-1,0
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2021,7,42,0.4876,0.07,5,7.0,-3,0
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2021,8,43,0.5145,-0.1905,6,6.667,-1,0
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2021,9,44,0.5261,-0.22,7,6.0,-2,0
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2021,10,45,0.4894,-0.1905,5,6.0,0,0
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2021,11,46,0.4216,-0.11,5,5.667,-1,0
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2021,12,47,0.6149,0.18,5,5.0,-2,1
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2022,1,48,0.4785,0.11,8,6.0,3,1
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2022,2,49,0.5528,0.1905,10,7.667,5,0
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2022,3,50,0.5231,0.22,12,10.0,7,0
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2022,4,51,0.5365,0.1905,8,10.0,0,1
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2022,5,52,0.5504,0.11,6,8.667,-4,1
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2022,6,53,0.4504,0.0,10,8.0,-2,0
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2022,7,54,0.6015,0.07,9,8.333,1,0
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2022,8,55,0.4891,-0.1905,4,7.667,-2,1
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2022,9,56,0.4722,-0.22,3,5.333,-7,0
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2022,10,57,0.4788,-0.1905,10,5.667,1,0
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2022,11,58,0.4659,-0.11,4,5.667,0,1
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2022,12,59,0.5679,0.18,8,7.333,5,1
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2023,1,60,0.5006,0.11,14,8.667,4,0
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2023,2,61,0.5096,0.1905,10,10.667,6,0
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2023,3,62,0.5387,0.22,7,10.333,-1,1
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2023,4,63,0.4282,0.1905,5,7.333,-9,1
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2023,5,64,0.4461,0.11,9,7.0,-1,0
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2023,6,65,0.4822,0.0,12,8.667,5,1
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2023,7,66,0.4833,0.07,4,8.333,-1,0
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2023,8,67,0.4664,-0.1905,11,9.0,2,0
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2023,9,68,0.3911,-0.22,7,7.333,-5,0
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2023,10,69,0.4399,-0.1905,4,7.333,0,1
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2023,11,70,0.429,-0.11,5,5.333,-6,1
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2023,12,71,0.5595,0.18,9,6.0,2,1
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2024,1,72,0.5156,0.11,12,8.667,8,1
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2024,2,73,0.4811,0.1905,10,10.333,5,1
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2024,3,74,0.4538,0.22,9,10.333,0,1
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2024,4,75,0.4933,0.1905,9,9.333,-3,1
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2024,5,76,0.5072,0.11,11,9.667,1,0
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2024,6,77,0.471,0.0,10,10.0,1,1
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2024,7,78,0.602,0.07,4,8.333,-5,0
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2024,8,79,0.4725,-0.1905,10,8.0,-1,1
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2024,9,80,0.5313,-0.22,8,7.333,-2,0
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2024,10,81,0.5372,-0.1905,10,9.333,6,0
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2024,11,82,0.432,-0.11,5,7.667,-5,1
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2024,12,83,0.6478,0.18,5,6.667,-3,1
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2025,1,84,0.4417,0.11,13,7.667,3,1
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2025,2,85,0.495,0.1905,12,10.0,7,1
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2025,3,86,0.4788,0.22,10,11.667,5,0
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2025,4,87,0.4842,0.1905,16,12.667,3,1
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2025,5,88,0.4015,0.11,8,11.333,-4,0
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2025,6,89,0.5462,0.0,9,11.0,-1,1
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2025,7,90,0.6224,0.07,8,8.333,-8,0
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2025,8,91,0.4669,-0.1905,16,11.0,8,1
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2025,9,92,0.463,-0.22,4,9.333,-5,0
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2025,10,93,0.5339,-0.1905,10,10.0,2,0
CZ-017,retablo,-11.915176,-77.051856,13579,0.4761,0.2619,0.72,0.546,0.5158,0.828,0.2093,0.4159,0.7577,2025,11,94,0.494,-0.11,8,7.333,-8,1
CZ-018,collique,-11.934521,-77.066312,18021,0.6525,0.2977,0.3778,0.2671,0.5344,0.5342,0.1769,0.2158,1.4164,2018,5,4,0.3779,0.11,9,11.0,-1,1
CZ-018,collique,-11.934521,-77.066312,18021,0.6525,0.2977,0.3778,0.2671,0.5344,0.5342,0.1769,0.2158,1.4164,2018,6,5,0.41,0.0,7,9.0,-6,1
CZ-018,collique,-11.934521,-77.066312,18021,0.6525,0.2977,0.3778,0.2671,0.5344,0.5342,0.1769,0.2158,1.4164,2018,7,6,0.4549,0.07,12,9.333,1,1
CZ-018,collique,-11.934521,-77.066312,18021,0.6525,0.2977,0.3778,0.2671,0.5344,0.5342,0.1769,0.2158,1.4164,2018,8,7,0.429,-0.1905,11,10.0,2,1
CZ-018,collique,-11.934521,-77.066312,18021,0.6525,0.2977,0.3778,0.2671,0.5344,0.5342,0.1769,0.2158,1.4164,2018,9,8,0.4115,-0.22,14,12.333,7,1
CZ-018,collique,-11.934521,-77.066312,18021,0.6525,0.2977,0.3778,0.2671,0.5344,0.5342,0.1769,0.2158,1.4164,2018,10,9,0.429,-0.1905,9,11.333,-3,0
CZ-018,collique,-11.934521,-77.066312,18021,0.6525,0.2977,0.3778,0.2671,0.5344,0.5342,0.1769,0.2158,1.4164,2018,11,10,0.4505,-0.11,14,12.333,3,1
CZ-018,collique,-11.934521,-77.066312,18021,0.6525,0.2977,0.3778,0.2671,0.5344,0.5342,0.1769,0.2158,1.4164,2018,12,11,0.4314,0.18,6,9.667,-8,1
CZ-018,collique,-11.934521,-77.066312,18021,0.6525,0.2977,0.3778,0.2671,0.5344,0.5342,0.1769,0.2158,1.4164,2019,1,12,0.426,0.11,13,11.0,4,1
CZ-018,collique,-11.934521,-77.066312,18021,0.6525,0.2977,0.3778,0.2671,0.5344,0.5342,0.1769,0.2158,1.4164,2019,2,13,0.4184,0.1905,11,10.0,-3,0
CZ-018,collique,-11.934521,-77.066312,18021,0.6525,0.2977,0.3778,0.2671,0.5344,0.5342,0.1769,0.2158,1.4164,2019,3,14,0.3935,0.22,11,11.667,5,1
CZ-018,collique,-11.934521,-77.066312,18021,0.6525,0.2977,0.3778,0.2671,0.5344,0.5342,0.1769,0.2158,1.4164,2019,4,15,0.4182,0.1905,8,10.0,-5,1
CZ-018,collique,-11.934521,-77.066312,18021,0.6525,0.2977,0.3778,0.2671,0.5344,0.5342,0.1769,0.2158,1.4164,2019,5,16,0.3949,0.11,13,10.667,2,1
CZ-018,collique,-11.934521,-77.066312,18021,0.6525,0.2977,0.3778,0.2671,0.5344,0.5342,0.1769,0.2158,1.4164,2019,6,17,0.3404,0.0,20,13.667,9,1
CZ-018,collique,-11.934521,-77.066312,18021,0.6525,0.2977,0.3778,0.2671,0.5344,0.5342,0.1769,0.2158,1.4164,2019,7,18,0.4592,0.07,9,14.0,1,1
